6, 13, 11, 4, 16, 18, 30, 8, 24, 23, 1, 15, 25, 3, 21, 17, 14, 7, 9, 10, 26, 20, 28, 2, 27, 12, 5, 22, 19, 29,
24, 26, 19, 23, 7, 29, 25, 21, 20, 15, 22, 27, 17, 6, 9, 30, 16, 8, 11, 2, 28, 4, 14, 1, 13, 12, 3, 10, 18, 5,
10, 6, 16, 22, 15, 17, 28, 5, 7, 2, 23, 30, 3, 19, 9, 25, 1, 11, 26, 21, 24, 8, 4, 27, 20, 13, 18, 14, 12, 29,
30, 14, 28, 7, 9, 3, 2, 25, 20, 1, 12, 22, 29, 27, 17, 26, 18, 13, 23, 24, 8, 10, 5, 4, 6, 21, 19, 11, 15, 16,
11, 14, 6, 3, 19, 22, 15, 25, 13, 24, 26, 4, 1, 21, 10, 5, 2, 27, 16, 12, 20, 28, 8, 30, 18, 23, 9, 29, 7, 17,
11, 28, 14, 16, 1, 9, 29, 17, 2, 15, 22, 25, 6, 13, 23, 3, 26, 5, 7, 18, 4, 19, 24, 21, 10, 8, 20, 12, 27, 30,
7, 5, 4, 25, 15, 24, 18, 8, 10, 2, 28, 9, 27, 30, 3, 13, 19, 21, 1, 22, 14, 23, 11, 26, 16, 12, 17, 6, 20, 29,
29, 28, 5, 22, 10, 13, 27, 16, 14, 25, 21, 11, 7, 9, 3, 23, 24, 17, 19, 2, 26, 12, 6, 1, 18, 4, 30, 8, 15, 20,
30, 4, 22, 13, 20, 9, 8, 1, 21, 27, 7, 28, 6, 19, 16, 2, 25, 10, 11, 17, 18, 14, 15, 26, 3, 29, 5, 23, 12, 24,
17, 27, 16, 3, 10, 25, 5, 4, 22, 7, 18, 14, 24, 9, 19, 2, 6, 23, 21, 28, 20, 30, 29, 26, 1, 13, 12, 8, 11, 15,
24, 11, 1, 4, 28, 3, 20, 6, 17, 26, 30, 9, 27, 14, 22, 16, 2, 29, 8, 15, 25, 23, 12, 5, 10, 19, 13, 18, 21, 7,
18, 12, 1, 20, 24, 4, 8, 21, 2, 30, 15, 23, 25, 13, 9, 5, 27, 17, 26, 6, 14, 10, 7, 16, 3, 22, 29, 19, 28, 11,
14, 28, 4, 12, 19, 27, 29, 11, 10, 30, 23, 25, 17, 15, 16, 5, 20, 7, 8, 6, 2, 13, 22, 21, 3, 24, 18, 1, 9, 26,
18, 4, 25, 13, 20, 24, 17, 14, 29, 22, 10, 27, 5, 8, 23, 15, 3, 12, 6, 19, 7, 1, 30, 11, 21, 9, 2, 26, 28, 16,
7, 9, 27, 20, 28, 8, 30, 6, 26, 12, 2, 1, 4, 18, 10, 19, 17, 22, 24, 14, 23, 11, 21, 29, 13, 5, 3, 16, 25, 15,
2, 1, 30, 26, 28, 17, 29, 24, 5, 7, 13, 10, 9, 6, 25, 20, 15, 8, 18, 12, 23, 11, 3, 19, 22, 14, 4, 16, 21, 27,
30, 28, 26, 14, 23, 2, 29, 8, 6, 13, 9, 21, 20, 1, 24, 5, 17, 25, 10, 4, 22, 3, 16, 18, 15, 12, 7, 11, 27, 19,
29, 23, 18, 27, 7, 6, 22, 21, 17, 25, 15, 5, 8, 9, 12, 28, 14, 13, 26, 1, 30, 3, 20, 24, 4, 19, 10, 16, 11, 2,
24, 3, 23, 29, 15, 17, 21, 12, 11, 10, 16, 19, 28, 5, 27, 2, 26, 18, 20, 13, 1, 9, 7, 8, 22, 14, 25, 4, 6, 30,
20, 17, 6, 27, 23, 1, 10, 29, 3, 9, 18, 16, 21, 7, 28, 13, 24, 26, 22, 4, 30, 11, 25, 8, 14, 2, 15, 5, 19, 12,
24, 18, 14, 4, 29, 11, 10, 12, 6, 22, 3, 1, 13, 5, 19, 7, 15, 30, 21, 27, 16, 17, 2, 23, 28, 25, 20, 26, 8, 9,
8, 19, 29, 7, 11, 21, 17, 16, 1, 30, 12, 9, 15, 3, 20, 24, 10, 13, 26, 14, 25, 23, 22, 27, 2, 18, 6, 4, 5, 28,
30, 18, 2, 10, 15, 26, 1, 8, 28, 24, 16, 13, 4, 3, 19, 5, 17, 21, 23, 9, 27, 11, 12, 14, 22, 25, 29, 6, 20, 7,
18, 16, 3, 5, 4, 9, 26, 11, 25, 14, 10, 30, 29, 28, 1, 19, 27, 12, 20, 15, 21, 8, 24, 2, 17, 7, 13, 6, 22, 23,
10, 3, 23, 24, 11, 6, 4, 26, 28, 7, 19, 14, 30, 22, 1, 12, 15, 18, 29, 27, 5, 25, 9, 8, 17, 21, 16, 20, 2, 13,
4, 20, 7, 5, 26, 17, 9, 2, 10, 13, 3, 8, 28, 21, 15, 12, 19, 25, 6, 24, 30, 1, 14, 11, 22, 23, 29, 16, 18, 27,
29, 1, 15, 8, 10, 13, 18, 25, 23, 14, 17, 2, 6, 27, 22, 5, 30, 26, 12, 16, 28, 21, 11, 3, 9, 20, 24, 7, 19, 4,
2, 13, 28, 23, 22, 27, 19, 17, 1, 4, 12, 5, 24, 8, 18, 20, 26, 7, 10, 15, 25, 11, 9, 29, 16, 14, 30, 6, 3, 21,
9, 6, 12, 7, 3, 26, 18, 27, 8, 29, 11, 21, 16, 17, 30, 22, 25, 4, 23, 20, 19, 24, 13, 10, 1, 5, 14, 2, 15, 28,
20, 19, 26, 6, 30, 24, 23, 14, 5, 4, 28, 10, 18, 8, 13, 11, 3, 12, 25, 9, 22, 17, 2, 1, 16, 7, 29, 15, 27, 21,
7, 2, 21, 10, 8, 11, 3, 27, 24, 28, 13, 23, 29, 17, 12, 19, 14, 22, 15, 6, 18, 1, 20, 9, 16, 30, 26, 4, 25, 5,
11, 25, 2, 20, 4, 19, 29, 8, 14, 23, 10, 27, 26, 7, 30, 9, 16, 3, 22, 12, 15, 18, 24, 21, 17, 1, 5, 28, 13, 6,
24, 11, 17, 23, 18, 25, 13, 10, 14, 8, 1, 16, 15, 7, 19, 20, 12, 21, 27, 4, 2, 26, 29, 30, 5, 28, 3, 6, 9, 22,
18, 24, 10, 16, 13, 4, 3, 12, 17, 14, 8, 11, 27, 21, 30, 5, 22, 2, 28, 9, 19, 25, 6, 1, 7, 20, 15, 26, 23, 29,
21, 8, 28, 9, 14, 24, 15, 30, 2, 5, 1, 4, 26, 27, 12, 6, 19, 18, 16, 10, 11, 29, 23, 13, 7, 17, 25, 20, 22, 3,
25, 15, 1, 17, 29, 18, 8, 6, 14, 7, 30, 16, 19, 9, 20, 24, 2, 11, 4, 21, 23, 12, 22, 3, 28, 26, 10, 13, 27, 5,
11, 21, 22, 2, 7, 16, 19, 13, 4, 18, 27, 6, 29, 17, 23, 24, 26, 1, 3, 25, 5, 8, 20, 9, 10, 28, 15, 14, 12, 30,
3, 27, 20, 2, 13, 18, 11, 30, 23, 26, 4, 28, 21, 16, 17, 19, 9, 7, 24, 12, 6, 15, 5, 29, 14, 22, 1, 25, 10, 8,
5, 22, 4, 6, 14, 24, 3, 21, 16, 25, 30, 11, 19, 12, 17, 8, 18, 2, 27, 15, 10, 26, 28, 9, 20, 7, 23, 29, 1, 13,
17, 1, 6, 15, 22, 30, 14, 23, 19, 13, 4, 9, 16, 27, 8, 10, 12, 2, 5, 11, 29, 20, 21, 24, 25, 18, 26, 3, 28, 7,
24, 20, 2, 9, 8, 17, 16, 12, 13, 30, 7, 22, 4, 26, 5, 28, 15, 18, 14, 27, 6, 25, 10, 21, 11, 1, 3, 29, 19, 23,
2, 4, 1, 11, 12, 28, 20, 17, 26, 18, 23, 21, 6, 9, 19, 25, 15, 27, 8, 5, 24, 22, 3, 16, 13, 30, 29, 10, 14, 7,
19, 20, 14, 8, 25, 29, 27, 13, 9, 23, 11, 18, 22, 10, 17, 3, 6, 15, 30, 2, 24, 26, 16, 7, 12, 21, 28, 5, 1, 4,
1, 23, 14, 11, 28, 9, 12, 15, 6, 19, 10, 26, 22, 7, 30, 5, 29, 18, 4, 27, 16, 17, 2, 25, 8, 13, 20, 21, 24, 3,
12, 21, 17, 5, 15, 26, 18, 10, 13, 11, 28, 7, 9, 23, 24, 1, 22, 6, 29, 4, 14, 16, 2, 25, 3, 30, 20, 19, 27, 8,
6, 30, 7, 9, 20, 27, 16, 15, 4, 5, 11, 26, 8, 23, 21, 18, 2, 22, 13, 25, 19, 24, 14, 29, 3, 1, 17, 28, 12, 10,
25, 30, 13, 19, 9, 17, 24, 14, 12, 4, 15, 5, 7, 16, 22, 26, 11, 10, 29, 23, 20, 6, 8, 27, 1, 3, 18, 2, 21, 28,
12, 22, 7, 17, 3, 15, 5, 21, 9, 10, 30, 29, 13, 18, 23, 25, 14, 6, 27, 19, 20, 1, 11, 26, 2, 24, 28, 4, 16, 8,
17, 5, 10, 11, 21, 30, 6, 29, 24, 23, 14, 25, 9, 18, 22, 28, 27, 13, 16, 2, 1, 19, 26, 8, 20, 4, 12, 15, 7, 3,
2, 28, 13, 4, 14, 24, 10, 12, 25, 3, 21, 5, 18, 1, 30, 26, 6, 7, 19, 29, 22, 23, 11, 9, 16, 20, 8, 27, 17, 15,
30, 24, 17, 5, 8, 27, 10, 18, 6, 16, 28, 19, 3, 15, 26, 22, 21, 25, 2, 9, 23, 12, 4, 20, 7, 13, 14, 11, 29, 1,
16, 6, 19, 14, 17, 5, 29, 10, 28, 21, 3, 24, 13, 23, 8, 15, 1, 2, 11, 30, 9, 20, 27, 7, 25, 18, 26, 22, 4, 12,
10, 7, 12, 3, 16, 2, 1, 26, 24, 14, 28, 15, 6, 18, 13, 17, 22, 11, 4, 30, 8, 5, 9, 19, 23, 25, 27, 29, 21, 20,
16, 28, 1, 24, 9, 25, 27, 17, 4, 12, 14, 30, 20, 11, 22, 2, 6, 21, 5, 8, 29, 18, 19, 23, 7, 15, 13, 3, 26, 10,
15, 11, 19, 26, 22, 18, 21, 9, 23, 30, 27, 20, 13, 28, 7, 12, 3, 14, 17, 5, 25, 4, 2, 10, 6, 16, 8, 1, 29, 24,
26, 22, 8, 30, 29, 27, 9, 19, 13, 25, 15, 18, 3, 14, 1, 21, 24, 2, 23, 28, 20, 4, 12, 10, 17, 7, 5, 6, 16, 11,
14, 24, 1, 19, 13, 11, 23, 28, 20, 26, 15, 25, 4, 27, 2, 12, 8, 5, 9, 30, 7, 10, 22, 17, 18, 3, 6, 16, 29, 21,
5, 14, 21, 13, 26, 2, 23, 30, 7, 20, 8, 15, 18, 16, 22, 25, 19, 1, 11, 28, 24, 6, 3, 27, 29, 12, 9, 4, 10, 17,
12, 10, 11, 22, 1, 9, 17, 30, 19, 13, 28, 20, 26, 23, 7, 14, 16, 5, 18, 4, 27, 3, 2, 29, 24, 15, 21, 25, 8, 6,
27, 2, 22, 19, 25, 29, 10, 8, 21, 15, 7, 1, 26, 20, 23, 16, 6, 5, 28, 9, 24, 30, 12, 17, 11, 3, 18, 4, 14, 13,
23, 19, 28, 8, 26, 14, 25, 17, 20, 9, 3, 21, 5, 13, 11, 27, 16, 2, 18, 4, 6, 22, 10, 15, 24, 1, 7, 29, 12, 30,
4, 28, 13, 2, 6, 5, 29, 19, 14, 16, 30, 8, 26, 11, 15, 12, 9, 18, 3, 25, 21, 7, 22, 1, 20, 24, 27, 17, 23, 10,
24, 23, 19, 21, 26, 29, 22, 30, 5, 18, 14, 11, 1, 6, 9, 16, 15, 12, 20, 8, 4, 13, 3, 28, 7, 25, 10, 17, 2, 27,
17, 9, 27, 3, 11, 4, 13, 18, 22, 21, 8, 20, 5, 2, 28, 1, 6, 25, 14, 23, 12, 19, 30, 15, 10, 24, 26, 7, 29, 16,
23, 19, 7, 2, 22, 15, 16, 12, 18, 28, 10, 5, 9, 26, 3, 17, 20, 30, 13, 27, 8, 4, 24, 14, 11, 25, 6, 1, 21, 29,
12, 11, 15, 6, 22, 18, 17, 21, 23, 26, 10, 2, 9, 24, 19, 29, 5, 28, 3, 8, 4, 30, 7, 14, 13, 1, 16, 20, 27, 25,
