5, 12, 18, 20, 23, 22, 15, 37, 7, 32, 36, 30, 39, 9, 2, 19, 13, 10, 11, 35, 14, 27, 34, 26, 33, 8, 3, 28, 38, 40, 31, 24, 29, 16, 25, 21, 1, 17, 6, 4,
2, 40, 9, 38, 33, 37, 23, 4, 10, 31, 15, 32, 3, 17, 8, 5, 28, 6, 11, 30, 26, 36, 35, 1, 7, 13, 39, 14, 24, 19, 16, 27, 18, 34, 21, 29, 12, 20, 22, 25,
15, 29, 8, 34, 16, 2, 33, 27, 32, 23, 6, 28, 20, 19, 30, 3, 13, 4, 31, 36, 9, 17, 11, 22, 7, 18, 1, 35, 40, 24, 37, 5, 12, 21, 10, 38, 26, 25, 39, 14,
19, 8, 30, 13, 37, 23, 12, 28, 15, 35, 14, 33, 20, 34, 32, 24, 1, 2, 4, 16, 11, 26, 22, 40, 17, 39, 7, 3, 18, 27, 10, 29, 38, 6, 25, 5, 9, 31, 21, 36,
27, 11, 22, 31, 30, 18, 33, 26, 19, 13, 28, 15, 5, 3, 34, 10, 38, 23, 1, 8, 21, 4, 9, 6, 39, 17, 7, 25, 20, 32, 37, 14, 12, 29, 35, 40, 16, 24, 36, 2,
23, 15, 14, 24, 3, 16, 10, 26, 21, 2, 4, 33, 40, 1, 32, 38, 25, 34, 11, 28, 27, 29, 35, 7, 20, 18, 8, 36, 30, 39, 9, 22, 17, 31, 37, 13, 6, 19, 5, 12,
39, 24, 14, 8, 38, 21, 9, 31, 15, 11, 26, 34, 20, 37, 36, 12, 16, 19, 29, 3, 10, 28, 6, 25, 1, 35, 5, 7, 4, 23, 32, 22, 40, 30, 17, 18, 2, 33, 27, 13,
40, 13, 18, 9, 19, 20, 35, 6, 11, 24, 12, 29, 23, 15, 28, 3, 7, 32, 5, 14, 16, 38, 36, 39, 30, 4, 31, 17, 21, 22, 1, 33, 27, 2, 26, 25, 34, 37, 8, 10,
29, 20, 33, 19, 23, 40, 16, 37, 13, 39, 32, 17, 24, 21, 15, 26, 28, 6, 4, 35, 34, 1, 7, 36, 12, 31, 25, 22, 18, 14, 30, 9, 5, 10, 11, 38, 8, 27, 3, 2,
24, 32, 35, 25, 30, 9, 39, 33, 27, 4, 18, 28, 3, 21, 7, 10, 40, 17, 16, 26, 8, 36, 20, 37, 23, 38, 31, 13, 12, 5, 34, 14, 22, 19, 1, 6, 11, 15, 29, 2,
14, 26, 40, 10, 16, 35, 27, 8, 22, 28, 1, 21, 33, 32, 2, 15, 9, 25, 20, 11, 3, 29, 39, 5, 7, 23, 31, 37, 6, 12, 18, 36, 30, 24, 17, 34, 4, 13, 19, 38,
15, 18, 38, 9, 24, 27, 20, 13, 3, 17, 21, 5, 16, 8, 29, 32, 25, 35, 23, 34, 36, 14, 11, 31, 7, 1, 12, 37, 26, 22, 30, 4, 2, 40, 28, 33, 19, 39, 10, 6,
14, 37, 18, 21, 1, 10, 38, 4, 36, 17, 28, 33, 2, 13, 11, 9, 32, 25, 7, 3, 35, 5, 26, 8, 34, 27, 16, 30, 31, 6, 15, 29, 39, 23, 12, 19, 22, 20, 24, 40,
35, 9, 33, 40, 29, 32, 12, 15, 8, 17, 38, 16, 6, 22, 26, 25, 11, 36, 1, 39, 20, 23, 19, 27, 5, 10, 13, 31, 2, 14, 18, 21, 3, 7, 34, 30, 28, 37, 4, 24,
23, 21, 26, 31, 34, 9, 37, 39, 16, 40, 13, 32, 22, 29, 18, 17, 10, 30, 7, 6, 19, 4, 28, 25, 15, 35, 2, 20, 3, 36, 1, 27, 24, 11, 8, 5, 33, 12, 38, 14,
36, 21, 20, 11, 32, 10, 18, 28, 6, 22, 15, 31, 26, 2, 35, 30, 8, 14, 1, 19, 38, 3, 16, 24, 13, 40, 9, 29, 7, 33, 17, 5, 25, 39, 12, 34, 4, 23, 37, 27,
11, 33, 4, 22, 5, 38, 6, 23, 15, 24, 9, 40, 30, 3, 27, 20, 28, 19, 31, 1, 32, 2, 36, 34, 25, 10, 29, 12, 18, 8, 37, 7, 16, 14, 39, 35, 13, 21, 26, 17,
36, 12, 7, 19, 34, 31, 5, 40, 23, 38, 2, 20, 28, 37, 10, 4, 18, 8, 33, 3, 25, 9, 24, 13, 22, 15, 32, 1, 26, 21, 30, 29, 11, 6, 39, 27, 35, 14, 16, 17,
32, 15, 25, 30, 21, 2, 38, 27, 8, 35, 23, 12, 9, 26, 4, 33, 13, 17, 28, 16, 39, 1, 11, 10, 18, 22, 29, 6, 31, 5, 36, 40, 20, 14, 24, 19, 37, 34, 7, 3,
17, 12, 39, 13, 6, 1, 23, 15, 8, 24, 4, 34, 18, 29, 19, 28, 9, 5, 11, 40, 38, 3, 31, 20, 36, 22, 26, 14, 27, 16, 33, 21, 35, 32, 2, 7, 10, 25, 37, 30,
40, 2, 27, 24, 15, 20, 26, 39, 38, 36, 22, 33, 37, 9, 5, 14, 6, 13, 29, 28, 8, 12, 32, 4, 11, 3, 1, 19, 35, 30, 23, 25, 31, 18, 17, 16, 7, 34, 10, 21,
35, 5, 3, 27, 25, 19, 32, 15, 26, 24, 16, 10, 36, 14, 22, 7, 13, 38, 39, 1, 8, 29, 2, 4, 28, 33, 37, 23, 12, 40, 20, 17, 21, 31, 34, 11, 18, 6, 30, 9,
3, 33, 20, 28, 5, 11, 2, 19, 16, 15, 31, 6, 23, 26, 29, 27, 32, 30, 21, 37, 35, 7, 25, 40, 22, 13, 17, 12, 34, 10, 39, 8, 1, 38, 36, 4, 24, 9, 18, 14,
30, 17, 26, 20, 11, 15, 33, 3, 22, 10, 38, 2, 16, 19, 12, 1, 21, 32, 14, 39, 8, 13, 6, 40, 28, 35, 29, 25, 24, 27, 37, 31, 34, 7, 5, 18, 4, 9, 36, 23,
10, 26, 19, 17, 16, 40, 9, 5, 13, 38, 21, 27, 6, 3, 31, 36, 12, 11, 14, 15, 2, 34, 35, 39, 20, 7, 23, 4, 25, 22, 24, 18, 33, 32, 29, 37, 8, 28, 1, 30,
11, 10, 3, 14, 18, 32, 30, 13, 4, 25, 2, 21, 7, 26, 5, 8, 28, 15, 20, 19, 23, 37, 1, 36, 17, 12, 40, 27, 39, 6, 33, 38, 9, 34, 31, 24, 29, 16, 35, 22,
16, 3, 24, 27, 19, 17, 8, 31, 33, 18, 11, 9, 35, 38, 32, 4, 20, 39, 29, 7, 30, 6, 23, 10, 36, 2, 12, 25, 1, 5, 37, 14, 22, 21, 13, 26, 34, 15, 40, 28,
18, 6, 23, 2, 11, 10, 22, 36, 3, 5, 19, 16, 29, 14, 25, 39, 28, 12, 33, 15, 40, 32, 27, 8, 21, 20, 4, 30, 31, 9, 35, 38, 7, 13, 24, 26, 37, 34, 1, 17,
32, 38, 29, 34, 28, 31, 1, 2, 5, 36, 21, 11, 18, 17, 16, 25, 8, 4, 33, 37, 6, 3, 26, 35, 15, 13, 24, 30, 12, 19, 20, 7, 10, 9, 22, 23, 27, 40, 14, 39,
6, 34, 2, 29, 14, 11, 17, 12, 18, 3, 25, 36, 8, 38, 16, 28, 21, 23, 40, 15, 32, 9, 4, 24, 20, 22, 1, 5, 10, 27, 7, 35, 30, 33, 26, 19, 37, 13, 31, 39,
28, 12, 40, 1, 36, 29, 16, 9, 7, 34, 31, 27, 6, 39, 18, 4, 24, 3, 11, 30, 19, 37, 2, 23, 25, 5, 20, 13, 21, 26, 14, 38, 15, 10, 32, 33, 22, 8, 35, 17,
1, 15, 17, 34, 8, 6, 36, 5, 31, 38, 37, 20, 13, 23, 7, 35, 32, 9, 30, 39, 21, 26, 4, 14, 11, 25, 12, 40, 27, 29, 2, 24, 10, 28, 22, 18, 3, 16, 33, 19,
5, 8, 37, 33, 16, 23, 31, 24, 34, 18, 13, 19, 11, 32, 21, 12, 10, 2, 26, 25, 1, 36, 28, 29, 14, 38, 39, 40, 35, 3, 27, 20, 30, 7, 22, 15, 17, 9, 4, 6,
9, 16, 11, 7, 5, 33, 21, 39, 32, 22, 26, 35, 19, 6, 25, 28, 13, 1, 30, 36, 3, 18, 12, 27, 8, 2, 10, 37, 14, 40, 17, 29, 4, 31, 15, 23, 34, 20, 38, 24,
3, 18, 28, 5, 35, 9, 20, 39, 11, 4, 32, 21, 10, 26, 36, 1, 8, 29, 7, 2, 14, 19, 40, 16, 30, 12, 31, 13, 27, 23, 6, 22, 24, 15, 34, 37, 17, 38, 25, 33,
6, 29, 16, 2, 30, 4, 10, 21, 25, 17, 28, 24, 35, 20, 39, 14, 1, 31, 33, 13, 27, 5, 12, 37, 7, 23, 32, 19, 22, 9, 11, 8, 15, 38, 40, 26, 34, 36, 3, 18,
27, 33, 2, 36, 21, 12, 13, 15, 23, 3, 24, 10, 31, 17, 28, 4, 6, 9, 29, 14, 25, 11, 16, 5, 26, 7, 37, 1, 35, 20, 38, 40, 32, 18, 30, 34, 22, 8, 39, 19,
28, 9, 20, 22, 30, 12, 6, 8, 23, 5, 31, 27, 7, 17, 26, 33, 40, 25, 34, 10, 24, 15, 3, 13, 38, 19, 21, 2, 1, 16, 4, 39, 29, 32, 35, 36, 14, 11, 37, 18,
38, 32, 27, 3, 11, 10, 22, 21, 15, 9, 39, 20, 28, 14, 34, 4, 37, 26, 19, 2, 35, 25, 30, 5, 13, 33, 6, 7, 8, 12, 31, 23, 18, 29, 36, 40, 24, 17, 16, 1,
16, 25, 21, 35, 31, 15, 27, 13, 5, 11, 1, 22, 8, 10, 19, 32, 37, 30, 26, 18, 33, 3, 20, 6, 17, 40, 38, 9, 29, 36, 28, 4, 2, 12, 14, 7, 24, 34, 23, 39,
2, 15, 20, 5, 23, 29, 19, 21, 24, 36, 11, 33, 9, 8, 38, 7, 22, 25, 16, 6, 3, 10, 32, 17, 40, 1, 39, 28, 14, 37, 26, 27, 12, 35, 18, 4, 30, 31, 34, 13,
16, 27, 22, 5, 18, 34, 23, 11, 1, 12, 37, 21, 13, 29, 30, 19, 26, 33, 38, 28, 17, 31, 25, 10, 20, 9, 40, 4, 35, 3, 2, 7, 6, 24, 15, 32, 36, 8, 39, 14,
1, 32, 9, 25, 19, 11, 38, 5, 14, 4, 13, 18, 3, 35, 34, 10, 39, 12, 33, 37, 40, 28, 8, 27, 2, 36, 31, 29, 15, 16, 24, 20, 23, 30, 17, 7, 22, 21, 6, 26,
12, 2, 18, 21, 7, 3, 29, 39, 16, 22, 32, 9, 27, 1, 24, 17, 31, 6, 19, 40, 8, 10, 13, 33, 34, 23, 15, 36, 37, 5, 4, 20, 28, 38, 35, 30, 14, 25, 11, 26,
5, 12, 13, 26, 39, 40, 1, 31, 30, 15, 8, 9, 20, 25, 36, 34, 28, 10, 22, 33, 35, 11, 18, 32, 21, 27, 4, 14, 29, 7, 16, 24, 17, 2, 3, 37, 19, 38, 6, 23,
6, 14, 36, 39, 31, 24, 8, 10, 3, 2, 17, 7, 18, 19, 5, 26, 21, 22, 40, 9, 15, 13, 25, 38, 27, 32, 1, 16, 4, 34, 33, 28, 23, 20, 37, 11, 30, 12, 29, 35,
11, 15, 20, 3, 2, 6, 9, 1, 25, 14, 29, 23, 26, 13, 39, 18, 38, 30, 27, 34, 21, 32, 16, 8, 12, 24, 19, 40, 37, 28, 10, 17, 33, 22, 31, 5, 7, 4, 36, 35,
14, 13, 19, 6, 10, 34, 31, 15, 37, 8, 2, 18, 12, 16, 25, 36, 35, 39, 32, 21, 24, 33, 22, 7, 5, 23, 26, 4, 40, 17, 38, 27, 11, 29, 9, 3, 30, 20, 28, 1,
18, 2, 20, 34, 27, 15, 22, 23, 37, 36, 17, 6, 26, 31, 1, 3, 21, 29, 25, 32, 9, 4, 14, 33, 19, 35, 40, 38, 7, 30, 39, 13, 16, 24, 8, 10, 28, 12, 5, 11,
24, 39, 23, 9, 13, 17, 12, 36, 31, 15, 40, 2, 37, 6, 27, 21, 34, 3, 26, 10, 16, 8, 30, 33, 18, 4, 5, 20, 11, 29, 32, 19, 7, 38, 28, 35, 14, 25, 1, 22,
23, 15, 11, 29, 37, 24, 33, 2, 32, 21, 34, 4, 30, 36, 18, 19, 38, 1, 12, 13, 3, 39, 28, 31, 22, 16, 8, 7, 14, 27, 25, 35, 17, 40, 6, 20, 10, 26, 9, 5,
7, 19, 26, 10, 29, 38, 33, 20, 21, 15, 3, 35, 34, 8, 30, 11, 16, 24, 25, 13, 17, 18, 31, 40, 32, 28, 39, 14, 37, 36, 2, 4, 23, 12, 9, 5, 27, 22, 1, 6,
32, 1, 9, 7, 25, 27, 37, 8, 30, 6, 34, 39, 17, 14, 29, 21, 22, 36, 35, 28, 31, 13, 12, 33, 38, 20, 2, 40, 19, 4, 15, 26, 24, 11, 3, 23, 18, 10, 16, 5,
33, 14, 31, 18, 24, 23, 37, 5, 1, 32, 36, 9, 12, 16, 15, 13, 29, 20, 30, 34, 10, 17, 22, 2, 27, 25, 39, 21, 26, 19, 3, 40, 11, 35, 8, 28, 38, 4, 7, 6,
1, 10, 39, 6, 27, 22, 9, 35, 34, 32, 12, 5, 14, 3, 19, 8, 7, 31, 33, 37, 13, 17, 40, 20, 18, 28, 26, 36, 21, 24, 25, 30, 29, 4, 23, 11, 38, 16, 2, 15,
23, 22, 1, 15, 28, 25, 4, 36, 8, 17, 37, 19, 26, 30, 5, 6, 7, 24, 14, 11, 2, 9, 33, 29, 18, 16, 27, 39, 21, 10, 35, 34, 38, 13, 12, 31, 20, 32, 40, 3,
15, 17, 9, 20, 37, 36, 25, 2, 33, 12, 13, 19, 39, 11, 3, 10, 38, 22, 7, 31, 32, 16, 28, 40, 4, 30, 1, 29, 6, 35, 26, 5, 8, 14, 34, 18, 23, 21, 27, 24,
37, 17, 32, 5, 11, 31, 39, 1, 12, 8, 14, 29, 2, 23, 7, 16, 28, 15, 26, 34, 40, 13, 19, 9, 30, 10, 18, 27, 38, 4, 33, 21, 35, 6, 20, 24, 3, 22, 25, 36,
16, 17, 9, 40, 7, 22, 27, 26, 2, 12, 38, 35, 10, 34, 32, 3, 14, 8, 20, 25, 21, 29, 28, 24, 36, 30, 31, 1, 23, 4, 19, 39, 11, 15, 18, 5, 37, 13, 6, 33,
14, 3, 7, 13, 28, 39, 15, 19, 18, 1, 17, 38, 24, 22, 2, 16, 23, 27, 30, 11, 20, 34, 5, 37, 10, 32, 40, 26, 35, 31, 4, 6, 33, 8, 9, 21, 29, 12, 25, 36,
15, 10, 20, 18, 24, 39, 26, 14, 37, 8, 16, 9, 40, 32, 12, 3, 21, 23, 4, 28, 17, 29, 22, 31, 36, 30, 13, 38, 34, 5, 6, 35, 19, 33, 7, 1, 2, 11, 25, 27,
9, 24, 13, 27, 25, 33, 28, 17, 12, 36, 38, 29, 16, 32, 26, 31, 5, 34, 20, 7, 14, 23, 40, 6, 22, 2, 21, 18, 39, 30, 11, 3, 1, 15, 8, 10, 19, 4, 37, 35,
7, 2, 10, 39, 4, 34, 31, 21, 17, 18, 6, 8, 13, 27, 30, 40, 33, 20, 29, 37, 3, 22, 5, 36, 24, 25, 16, 28, 19, 9, 23, 14, 38, 1, 26, 15, 32, 11, 35, 12,
19, 9, 31, 36, 12, 2, 21, 28, 35, 11, 6, 32, 20, 23, 38, 14, 10, 39, 40, 16, 34, 29, 1, 3, 7, 37, 5, 26, 27, 33, 22, 15, 8, 18, 17, 13, 4, 30, 24, 25,
29, 16, 40, 2, 11, 35, 27, 14, 34, 31, 33, 30, 5, 4, 1, 7, 20, 12, 18, 37, 9, 15, 38, 3, 17, 19, 23, 13, 36, 32, 26, 10, 22, 39, 6, 28, 8, 21, 24, 25,
39, 18, 4, 21, 24, 28, 27, 20, 12, 25, 22, 30, 5, 34, 9, 10, 8, 17, 35, 11, 13, 26, 3, 38, 29, 16, 15, 2, 33, 31, 6, 37, 40, 32, 7, 1, 19, 14, 23, 36,
10, 4, 7, 5, 35, 27, 14, 9, 11, 21, 39, 31, 33, 24, 22, 29, 15, 30, 23, 34, 19, 1, 26, 20, 32, 38, 2, 28, 36, 6, 17, 8, 16, 18, 37, 3, 25, 40, 12, 13,
1, 24, 19, 39, 2, 3, 7, 15, 26, 30, 5, 40, 8, 38, 20, 21, 4, 16, 32, 14, 25, 23, 34, 13, 28, 9, 17, 10, 37, 11, 36, 33, 27, 18, 29, 6, 35, 22, 12, 31,
16, 13, 10, 29, 19, 27, 39, 8, 21, 34, 32, 3, 28, 33, 15, 36, 2, 11, 31, 17, 23, 24, 12, 5, 22, 35, 9, 26, 1, 37, 18, 38, 4, 14, 7, 25, 20, 40, 30, 6,
5, 26, 37, 27, 39, 21, 16, 7, 28, 18, 4, 13, 15, 25, 22, 30, 11, 24, 29, 32, 36, 17, 10, 19, 20, 38, 8, 6, 12, 33, 3, 35, 31, 14, 1, 40, 2, 34, 9, 23,
37, 27, 21, 19, 40, 18, 8, 3, 5, 15, 17, 6, 14, 13, 9, 7, 26, 24, 10, 11, 4, 31, 16, 38, 1, 28, 29, 33, 30, 20, 34, 39, 35, 32, 25, 2, 23, 36, 22, 12,
3, 29, 8, 9, 28, 36, 1, 33, 12, 37, 30, 19, 22, 16, 39, 25, 40, 4, 21, 5, 35, 13, 31, 6, 20, 34, 15, 38, 23, 27, 7, 17, 10, 26, 24, 18, 14, 11, 2, 32,
32, 10, 31, 30, 11, 37, 24, 40, 34, 21, 33, 28, 39, 3, 16, 4, 22, 12, 15, 2, 1, 35, 36, 29, 13, 8, 20, 19, 25, 9, 26, 5, 17, 38, 14, 23, 7, 27, 6, 18,
25, 2, 28, 16, 32, 9, 21, 36, 10, 31, 14, 30, 19, 33, 39, 17, 5, 6, 20, 40, 12, 34, 18, 22, 35, 15, 11, 1, 26, 7, 24, 27, 29, 8, 13, 38, 37, 3, 4, 23,
5, 21, 32, 27, 36, 25, 34, 24, 13, 17, 1, 3, 38, 9, 15, 10, 29, 33, 20, 28, 14, 30, 4, 11, 37, 18, 16, 8, 31, 39, 2, 40, 19, 7, 35, 26, 22, 12, 23, 6,
7, 19, 12, 39, 22, 9, 16, 11, 25, 3, 27, 2, 30, 29, 33, 20, 17, 4, 32, 10, 15, 35, 23, 36, 1, 8, 6, 13, 40, 37, 26, 24, 5, 28, 14, 38, 18, 31, 21, 34,
8, 16, 20, 9, 15, 10, 34, 12, 27, 21, 6, 14, 28, 5, 23, 17, 39, 13, 26, 37, 32, 33, 25, 1, 2, 4, 11, 22, 3, 40, 19, 38, 35, 7, 36, 30, 29, 31, 18, 24,
16, 27, 3, 28, 14, 4, 32, 39, 8, 13, 35, 11, 17, 37, 29, 6, 33, 34, 12, 24, 25, 40, 31, 18, 19, 7, 21, 36, 1, 5, 30, 20, 22, 10, 26, 15, 38, 2, 9, 23,
19, 40, 17, 29, 5, 35, 33, 32, 30, 25, 2, 34, 21, 4, 8, 38, 24, 18, 1, 36, 37, 22, 15, 12, 3, 16, 20, 7, 26, 13, 39, 31, 10, 27, 11, 6, 28, 9, 14, 23,
40, 33, 16, 19, 28, 29, 20, 15, 32, 3, 21, 37, 35, 24, 23, 7, 13, 4, 27, 31, 11, 38, 2, 36, 39, 18, 9, 30, 22, 14, 25, 8, 1, 10, 5, 34, 26, 17, 6, 12,
28, 23, 36, 20, 33, 30, 15, 5, 34, 24, 3, 32, 14, 19, 8, 7, 35, 38, 17, 40, 4, 39, 12, 31, 16, 26, 13, 25, 27, 10, 9, 18, 29, 22, 2, 6, 1, 37, 11, 21,
13, 35, 21, 1, 3, 2, 22, 20, 5, 28, 38, 34, 15, 29, 25, 18, 31, 14, 8, 12, 33, 24, 17, 30, 10, 4, 9, 11, 23, 26, 32, 39, 16, 36, 7, 40, 19, 6, 27, 37,
6, 20, 37, 38, 9, 21, 4, 13, 17, 8, 3, 23, 28, 16, 35, 5, 19, 7, 39, 24, 2, 18, 36, 11, 26, 15, 1, 33, 14, 29, 10, 31, 30, 27, 22, 12, 32, 25, 34, 40,
