19, 15, 5, 17, 10, 4, 7, 1, 6, 16, 9, 2, 8, 20, 3, 14, 11, 13, 18, 12,
19, 1, 11, 7, 12, 8, 20, 16, 5, 15, 9, 6, 13, 18, 17, 14, 2, 4, 3, 10,
2, 13, 5, 20, 8, 15, 16, 17, 6, 7, 18, 11, 12, 14, 3, 4, 1, 9, 19, 10,
17, 16, 1, 20, 12, 19, 7, 11, 15, 6, 4, 13, 5, 8, 18, 10, 3, 9, 2, 14,
6, 1, 18, 10, 15, 17, 5, 7, 2, 11, 8, 3, 9, 13, 12, 16, 20, 19, 14, 4,
15, 10, 8, 19, 14, 5, 18, 13, 9, 1, 2, 17, 7, 12, 6, 3, 4, 20, 16, 11,
1, 14, 5, 11, 8, 9, 10, 19, 16, 20, 12, 7, 13, 3, 15, 2, 4, 6, 18, 17,
20, 6, 3, 9, 12, 4, 2, 13, 7, 18, 8, 17, 14, 5, 15, 16, 11, 1, 10, 19,
18, 10, 19, 16, 3, 5, 8, 6, 7, 12, 17, 14, 11, 13, 2, 20, 1, 4, 15, 9,
1, 14, 12, 8, 11, 2, 20, 19, 4, 6, 18, 9, 7, 10, 13, 16, 15, 3, 5, 17,
19, 13, 12, 4, 2, 7, 20, 9, 15, 10, 3, 5, 11, 17, 8, 18, 6, 14, 16, 1,
18, 3, 2, 14, 4, 11, 17, 10, 15, 9, 12, 8, 19, 5, 16, 13, 20, 7, 1, 6,
16, 3, 9, 6, 7, 2, 14, 17, 4, 8, 20, 15, 1, 18, 13, 12, 10, 5, 19, 11,
18, 3, 17, 11, 15, 6, 9, 2, 13, 12, 10, 1, 4, 16, 8, 7, 14, 19, 20, 5,
3, 18, 15, 13, 7, 20, 14, 5, 4, 12, 1, 11, 19, 16, 2, 9, 10, 6, 17, 8,
12, 7, 16, 10, 14, 1, 9, 11, 18, 3, 15, 6, 20, 8, 5, 17, 4, 19, 2, 13,
13, 2, 19, 9, 12, 4, 20, 10, 16, 11, 8, 7, 5, 18, 14, 6, 17, 3, 15, 1,
13, 19, 5, 7, 14, 12, 6, 4, 20, 10, 1, 11, 9, 16, 18, 8, 17, 2, 3, 15,
9, 4, 3, 12, 1, 15, 16, 20, 14, 8, 7, 11, 5, 2, 19, 10, 17, 13, 18, 6,
6, 3, 14, 8, 9, 5, 7, 11, 13, 18, 17, 1, 2, 4, 12, 15, 19, 16, 10, 20,
12, 11, 3, 4, 5, 7, 18, 10, 6, 1, 8, 20, 2, 13, 16, 17, 19, 14, 15, 9,
19, 3, 15, 7, 20, 11, 4, 2, 16, 14, 10, 12, 18, 1, 9, 8, 6, 5, 13, 17,
14, 10, 5, 20, 12, 1, 13, 6, 9, 19, 17, 2, 16, 18, 11, 15, 3, 4, 8, 7,
10, 4, 14, 6, 5, 18, 13, 9, 15, 1, 12, 7, 16, 20, 17, 11, 2, 8, 3, 19,
1, 10, 19, 11, 20, 15, 2, 5, 6, 12, 18, 8, 7, 17, 16, 14, 4, 3, 13, 9,
14, 5, 8, 19, 2, 17, 13, 18, 20, 6, 4, 10, 3, 11, 9, 1, 15, 16, 7, 12,
4, 1, 3, 10, 19, 16, 6, 5, 15, 14, 13, 17, 11, 12, 18, 7, 2, 9, 20, 8,
2, 9, 1, 11, 5, 3, 17, 16, 10, 19, 6, 18, 15, 13, 8, 14, 12, 20, 4, 7,
17, 18, 19, 4, 12, 8, 10, 20, 13, 16, 11, 15, 9, 5, 7, 14, 6, 3, 1, 2,
4, 10, 14, 15, 3, 18, 8, 20, 6, 17, 13, 7, 9, 12, 19, 2, 16, 11, 5, 1,
14, 11, 13, 19, 7, 3, 2, 20, 15, 9, 16, 4, 1, 10, 6, 12, 18, 17, 5, 8,
13, 18, 15, 2, 7, 14, 19, 10, 3, 12, 11, 9, 8, 5, 1, 16, 20, 4, 17, 6,
19, 18, 8, 4, 10, 2, 6, 16, 3, 15, 20, 12, 5, 7, 14, 11, 9, 17, 13, 1,
